State,District,Crime,Year,Count
Telangana,Kamareddy,Cybercrime,2018,7
Telangana,Kumaram Bheem Asifabad,Cybercrime,2018,8
Telangana,Mahabubabad,Cybercrime,2018,5
Telangana,Mahabubnagar,Cybercrime,2018,8
Telangana,Medak,Cybercrime,2018,1
Telangana,Nagarkurnool,Cybercrime,2018,7
Telangana,Nalgonda,Cybercrime,2018,17
Telangana,Nirmal,Cybercrime,2018,1
Telangana,Rajanna Siricilla,Cybercrime,2018,2
Telangana,Sangareddy,Cybercrime,2018,7
Telangana,Suryapet,Cybercrime,2018,0
Telangana,Vikarabad,Cybercrime,2018,8
Telangana,Wanaparthy,Cybercrime,2018,0
Tripura,Dhalai,Cybercrime,2018,0
Tripura,Gomati,Cybercrime,2018,2
Tripura,Kowai,Cybercrime,2018,0
Tripura,North,Cybercrime,2018,3
Tripura,Sipahijala,Cybercrime,2018,5
Tripura,South,Cybercrime,2018,1
Tripura,Unakoti,Cybercrime,2018,2
Tripura,West,Cybercrime,2018,7
Uttar Pradesh,Agra,Cybercrime,2018,86
Uttar Pradesh,Aligarh,Cybercrime,2018,58
Uttar Pradesh,Prayagraj,Cybercrime,2018,386
Uttar Pradesh,Ambedkar Nagar,Cybercrime,2018,46
Uttar Pradesh,Amethi,Cybercrime,2018,32
Uttar Pradesh,Amroha,Cybercrime,2018,28
Uttar Pradesh,Auraiya,Cybercrime,2018,53
Uttar Pradesh,Azamgarh,Cybercrime,2018,102
Uttar Pradesh,Badaun,Cybercrime,2018,49
Uttar Pradesh,Baghpat,Cybercrime,2018,27
Uttar Pradesh,Bahraich,Cybercrime,2018,48
Uttar Pradesh,Ballia,Cybercrime,2018,35
Uttar Pradesh,Balrampur,Cybercrime,2018,20
Uttar Pradesh,Banda,Cybercrime,2018,28
Uttar Pradesh,Barabanki,Cybercrime,2018,46
Uttar Pradesh,Bareilly,Cybercrime,2018,137
Uttar Pradesh,Basti,Cybercrime,2018,64
Uttar Pradesh,Bijnor,Cybercrime,2018,61
Uttar Pradesh,Bulandshahar,Cybercrime,2018,60
Uttar Pradesh,Chandoli,Cybercrime,2018,25
Uttar Pradesh,Chitrakoot,Cybercrime,2018,16
Uttar Pradesh,Deoria,Cybercrime,2018,68
Uttar Pradesh,Etah,Cybercrime,2018,30
Uttar Pradesh,Etawah,Cybercrime,2018,58
Uttar Pradesh,Ayodhya,Cybercrime,2018,42
Uttar Pradesh,Fatehgarh,Cybercrime,2018,43
Uttar Pradesh,Fatehpur,Cybercrime,2018,17
Uttar Pradesh,Firozabad,Cybercrime,2018,60
Uttar Pradesh,Gautambudh Nagar,Cybercrime,2018,536
Uttar Pradesh,Ghaziabad,Cybercrime,2018,234
Uttar Pradesh,Ghazipur,Cybercrime,2018,52
Uttar Pradesh,Gonda,Cybercrime,2018,46
Uttar Pradesh,Gorakhpur,Cybercrime,2018,312
Uttar Pradesh,Hamirpur,Cybercrime,2018,7
Uttar Pradesh,Hapur,Cybercrime,2018,24
Uttar Pradesh,Hardoi,Cybercrime,2018,24
Uttar Pradesh,Hathras,Cybercrime,2018,40
Uttar Pradesh,Jalaun,Cybercrime,2018,31
Uttar Pradesh,Jaunpur,Cybercrime,2018,60
Uttar Pradesh,Jhansi,Cybercrime,2018,34
Uttar Pradesh,Kannauj,Cybercrime,2018,36
Uttar Pradesh,Kanpur Dehat,Cybercrime,2018,16
Uttar Pradesh,Kanpur Nagar,Cybercrime,2018,291
Uttar Pradesh,Kasganj,Cybercrime,2018,20
Uttar Pradesh,Kaushambi,Cybercrime,2018,28
Uttar Pradesh,Khiri,Cybercrime,2018,112
Uttar Pradesh,Kushi Nagar,Cybercrime,2018,90
Uttar Pradesh,Lalitpur,Cybercrime,2018,37
Uttar Pradesh,Lucknow,Cybercrime,2018,1000
Uttar Pradesh,Maharajganj,Cybercrime,2018,54
Uttar Pradesh,Mahoba,Cybercrime,2018,16
Uttar Pradesh,Mainpuri,Cybercrime,2018,16
Uttar Pradesh,Mathura,Cybercrime,2018,41
Uttar Pradesh,Mau,Cybercrime,2018,61
Uttar Pradesh,Meerut,Cybercrime,2018,81
Uttar Pradesh,Mirzapur,Cybercrime,2018,41
Uttar Pradesh,Moradabad,Cybercrime,2018,125
Uttar Pradesh,Muzaffarnagar,Cybercrime,2018,58
Uttar Pradesh,Pilibhit,Cybercrime,2018,43
Uttar Pradesh,Pratapgarh,Cybercrime,2018,34
Uttar Pradesh,Raibareilly,Cybercrime,2018,37
Uttar Pradesh,Rampur,Cybercrime,2018,18
Uttar Pradesh,Saharanpur,Cybercrime,2018,56
Uttar Pradesh,Sambhal,Cybercrime,2018,37
Uttar Pradesh,Sant Kabirnagar,Cybercrime,2018,28
Uttar Pradesh,Shahjahanpur,Cybercrime,2018,43
Uttar Pradesh,Shamli,Cybercrime,2018,27
Uttar Pradesh,Shrawasti,Cybercrime,2018,15
Uttar Pradesh,Sidharthnagar,Cybercrime,2018,40
Uttar Pradesh,Sitapur,Cybercrime,2018,15
Uttar Pradesh,Sonbhadra,Cybercrime,2018,24
Uttar Pradesh,Bhadohi,Cybercrime,2018,18
Uttar Pradesh,Sultanpur,Cybercrime,2018,46
Uttar Pradesh,Unnao,Cybercrime,2018,55
Uttar Pradesh,Varanasi,Cybercrime,2018,485
Uttarakhand,Almora,Cybercrime,2018,8
Uttarakhand,Bageshwar,Cybercrime,2018,0
Uttarakhand,Chamoli,Cybercrime,2018,4
Uttarakhand,Champawat,Cybercrime,2018,5
Uttarakhand,Dehradun,Cybercrime,2018,71
Uttarakhand,Haridwar,Cybercrime,2018,58
Uttarakhand,Nainital,Cybercrime,2018,4
Uttarakhand,Pauri Garhwal,Cybercrime,2018,1
Uttarakhand,Pithoragarh,Cybercrime,2018,3
Uttarakhand,Rudra Prayag,Cybercrime,2018,2
Uttarakhand,Tehri Garhwal,Cybercrime,2018,5
Uttarakhand,Udhamsingh Nagar,Cybercrime,2018,8
Uttarakhand,Uttarkashi,Cybercrime,2018,2
West Bengal,Alipurduar,Cybercrime,2018,7
West Bengal,Asansol Durgapur,Cybercrime,2018,21
West Bengal,Bankura,Cybercrime,2018,3
West Bengal,Barrackpur,Cybercrime,2018,17
West Bengal,Bidhannagar,Cybercrime,2018,10
West Bengal,Birbhum,Cybercrime,2018,12
West Bengal,Coochbehar,Cybercrime,2018,0
West Bengal,Dakshin Dinajpur,Cybercrime,2018,0
West Bengal,Darjeeling,Cybercrime,2018,0
West Bengal,Howrah,Cybercrime,2018,11
West Bengal,Jalpaiguri,Cybercrime,2018,3
West Bengal,Jhargram,Cybercrime,2018,3
West Bengal,Kharagpur,Cybercrime,2018,0
West Bengal,Kolkata,Cybercrime,2018,32
West Bengal,Malda,Cybercrime,2018,1
West Bengal,Murshidabad,Cybercrime,2018,22
West Bengal,Nadia,Cybercrime,2018,15
West Bengal,Paschim Medinipur,Cybercrime,2018,10
West Bengal,Purab Medinipur,Cybercrime,2018,7
West Bengal,Purulia,Cybercrime,2018,2
West Bengal,Sealdah,Cybercrime,2018,0
West Bengal,Siliguri,Cybercrime,2018,0
West Bengal,Uttar Dinajpur,Cybercrime,2018,7
West Bengal,Chandannagar,Cybercrime,2018,4
West Bengal,Kalimpong,Cybercrime,2018,2
West Bengal,Purba Bardhaman,Cybercrime,2018,15
West Bengal,Barasat,Cybercrime,2018,45
West Bengal,Basirhat,Cybercrime,2018,0
A&N Islands,South Andaman,Cybercrime,2018,7
A&N Islands,North & Middle Andaman,Cybercrime,2018,0
A&N Islands,Nicobar,Cybercrime,2018,0
Chandigarh,Chandigarh,Cybercrime,2018,30
D&N Haveli,D&N Haveli,Cybercrime,2018,0
Daman & Diu,Daman ,Cybercrime,2018,0
Daman & Diu,Diu,Cybercrime,2018,0
Delhi UT,Central,Cybercrime,2018,9
Delhi UT,East,Cybercrime,2018,6
Delhi UT,New Delhi,Cybercrime,2018,11
Delhi UT,North,Cybercrime,2018,10
Delhi UT,North-East,Cybercrime,2018,9
Delhi UT,North-West,Cybercrime,2018,21
Delhi UT,Outer,Cybercrime,2018,9
Delhi UT,South,Cybercrime,2018,16
Delhi UT,South-East,Cybercrime,2018,16
Delhi UT,South-West,Cybercrime,2018,7
Delhi UT,West,Cybercrime,2018,10
Delhi UT,Rohini,Cybercrime,2018,4
Delhi UT,Shahdara,Cybercrime,2018,11
Delhi UT,Dwarka,Cybercrime,2018,4
Lakshadweep,Lakshadweep,Cybercrime,2018,4
Puducherry,Karaikal,Cybercrime,2018,0
Puducherry,Puducherry,Cybercrime,2018,14
Andhra Pradesh,Anantapur,Cybercrime,2017,45
Andhra Pradesh,Chittoor,Cybercrime,2017,4
Andhra Pradesh,Cuddapah,Cybercrime,2017,48
Andhra Pradesh,Godavari,Cybercrime,2017,39
Andhra Pradesh,Guntur,Cybercrime,2017,81
Andhra Pradesh,Krishna,Cybercrime,2017,11
Andhra Pradesh,Kurnool,Cybercrime,2017,53
Andhra Pradesh,Nellore,Cybercrime,2017,0
Andhra Pradesh,Prakasham,Cybercrime,2017,32
Andhra Pradesh,Rajahmundry,Cybercrime,2017,5
Andhra Pradesh,Srikakulam,Cybercrime,2017,32
Andhra Pradesh,Tirupathi,Cybercrime,2017,29
Andhra Pradesh,Vijayawada,Cybercrime,2017,186
Andhra Pradesh,Visakha,Cybercrime,2017,2
Andhra Pradesh,Visakhapatnam,Cybercrime,2017,309
Andhra Pradesh,Vizianagaram,Cybercrime,2017,16
Andhra Pradesh,West Godavari,Cybercrime,2017,39
 Arunachal Pradesh,Anjaw,Cybercrime,2017,0
 Arunachal Pradesh,Changlang,Cybercrime,2017,0
 Arunachal Pradesh,Dibang Valley,Cybercrime,2017,0
 Arunachal Pradesh,Kameng,Cybercrime,2017,0
 Arunachal Pradesh,Kurung Kumey,Cybercrime,2017,0
 Arunachal Pradesh,Lohit,Cybercrime,2017,0
 Arunachal Pradesh,Longding,Cybercrime,2017,0
 Arunachal Pradesh,Papum Pare City,Cybercrime,2017,0
 Arunachal Pradesh,Papum Pare Rural,Cybercrime,2017,0
 Arunachal Pradesh,Subansiri,Cybercrime,2017,0
 Arunachal Pradesh,Tawang,Cybercrime,2017,0
 Arunachal Pradesh,Tirap,Cybercrime,2017,0
 Arunachal Pradesh,Namsai,Cybercrime,2017,0
 Arunachal Pradesh,Kamle,Cybercrime,2017,0
Assam,Barpeta,Cybercrime,2017,70
Assam,Baksa,Cybercrime,2017,15
Assam,Bongaigaon,Cybercrime,2017,39
Assam,Cachar,Cybercrime,2017,70
Assam,Chirang,Cybercrime,2017,11
Assam,Darrang,Cybercrime,2017,77
Assam,Dhemaji,Cybercrime,2017,23
Assam,Dhubri,Cybercrime,2017,0
Assam,Dibrugarh,Cybercrime,2017,57
Assam,Goalpara,Cybercrime,2017,20
Assam,Golaghat,Cybercrime,2017,30
Assam,Guwahati ,Cybercrime,2017,257
Assam,Hailakandi,Cybercrime,2017,17
Assam,Hamren,Cybercrime,2017,0
Assam,Jorhat,Cybercrime,2017,69
Assam,Kamrup,Cybercrime,2017,42
Assam,Karbi Anglong,Cybercrime,2017,15
Assam,Karimganj,Cybercrime,2017,12
Assam,Kokrajhar,Cybercrime,2017,0
Assam,Lakhimpur,Cybercrime,2017,14
Assam,Morigaon,Cybercrime,2017,0
Assam,Dima Hasao,Cybercrime,2017,0
Assam,Nagaon,Cybercrime,2017,58
Assam,Nalbari,Cybercrime,2017,18
Assam,Sibsagar,Cybercrime,2017,33
Assam,Sonitpur,Cybercrime,2017,39
Assam,Tinsukia,Cybercrime,2017,36
Assam,Udalguri,Cybercrime,2017,13
Assam,Sadia,Cybercrime,2017,0
Assam,Majuli,Cybercrime,2017,7
Assam,Biswanath,Cybercrime,2017,15
Assam,Hojai,Cybercrime,2017,33
Assam,Salmara,Cybercrime,2017,13
Assam,Charaideo,Cybercrime,2017,12
Bihar,Araria,Cybercrime,2017,15
Bihar,Arwal,Cybercrime,2017,0
Bihar,Aurangabad,Cybercrime,2017,0
Bihar,Bagaha,Cybercrime,2017,7
Bihar,Banka,Cybercrime,2017,0
Bihar,Begusarai,Cybercrime,2017,0
Bihar,Bettiah,Cybercrime,2017,4
Bihar,Bhabhua,Cybercrime,2017,19
Bihar,Bhagalpur,Cybercrime,2017,0
Bihar,Bhojpur,Cybercrime,2017,0
Bihar,Buxar,Cybercrime,2017,9
Bihar,Darbhanga,Cybercrime,2017,9
Bihar,Gaya,Cybercrime,2017,15
Bihar,Gopalganj,Cybercrime,2017,5
Bihar,Jamui,Cybercrime,2017,0
Bihar,Jehanabad,Cybercrime,2017,27
Bihar,Katihar,Cybercrime,2017,78
Bihar,Khagaria,Cybercrime,2017,9
Bihar,Kishanganj,Cybercrime,2017,0
Bihar,Lakhisarai,Cybercrime,2017,0
Bihar,Madhepura,Cybercrime,2017,1
Bihar,Madhubani,Cybercrime,2017,29
Bihar,Motihari,Cybercrime,2017,0
Bihar,Munger,Cybercrime,2017,0
Bihar,Muzaffarpur,Cybercrime,2017,0
Bihar,Nalanda,Cybercrime,2017,2
Bihar,Naugachia,Cybercrime,2017,0
Bihar,Nawadah,Cybercrime,2017,0
Bihar,Patna,Cybercrime,2017,85
Bihar,Purnea,Cybercrime,2017,0
Bihar,Rohtas,Cybercrime,2017,66
Bihar,Saharsa,Cybercrime,2017,0
Bihar,Samastipur,Cybercrime,2017,30
Bihar,Saran,Cybercrime,2017,11
Bihar,Sheikhpura,Cybercrime,2017,0
Bihar,Sheohar,Cybercrime,2017,0
Bihar,Sitamarhi,Cybercrime,2017,0
Bihar,Siwan,Cybercrime,2017,10
Bihar,Supaul,Cybercrime,2017,0
Bihar,Vaishali,Cybercrime,2017,0
Chhattisgarh,Balod,Cybercrime,2017,26
Chhattisgarh,Balodbazar,Cybercrime,2017,2
Chhattisgarh,Balrampur,Cybercrime,2017,0
Chhattisgarh,Bemetra,Cybercrime,2017,4
Chhattisgarh,Bilaspur,Cybercrime,2017,24
Chhattisgarh,Bizapur,Cybercrime,2017,1
Chhattisgarh,Dantewara,Cybercrime,2017,7
Chhattisgarh,Dhamtari,Cybercrime,2017,15
Chhattisgarh,Durg,Cybercrime,2017,4
Chhattisgarh,Gariyaband,Cybercrime,2017,2
Chhattisgarh,Jagdalpur,Cybercrime,2017,0
Chhattisgarh,Janjgir,Cybercrime,2017,0
Chhattisgarh,Jashpur,Cybercrime,2017,4
Chhattisgarh,Kabirdham,Cybercrime,2017,0
Chhattisgarh,Kanker,Cybercrime,2017,13
Chhattisgarh,Kondagaon,Cybercrime,2017,3
Chhattisgarh,Korba,Cybercrime,2017,0
Chhattisgarh,Koriya,Cybercrime,2017,3
Chhattisgarh,Mahasamund,Cybercrime,2017,0
Chhattisgarh,Mungali,Cybercrime,2017,0
Chhattisgarh,Narayanpur,Cybercrime,2017,0
Chhattisgarh,Raigarh,Cybercrime,2017,16
Chhattisgarh,Raipur,Cybercrime,2017,41
Chhattisgarh,Rajnandgaon,Cybercrime,2017,1
Chhattisgarh,Sarguja,Cybercrime,2017,1
Chhattisgarh,Sukma,Cybercrime,2017,0
Chhattisgarh,Surajpur,Cybercrime,2017,3
Goa,North Goa,Cybercrime,2017,2
Goa,South Goa,Cybercrime,2017,0
Gujarat,Ahmedabad,Cybercrime,2017,112
Gujarat,Amreli,Cybercrime,2017,5
Gujarat,Anand,Cybercrime,2017,0
Gujarat,Arvalli,Cybercrime,2017,0
Gujarat,Banaskantha,Cybercrime,2017,4
Gujarat,Bharuch,Cybercrime,2017,7
Gujarat,Bhavnagar,Cybercrime,2017,2
Gujarat,Botad,Cybercrime,2017,1
Gujarat,Chhotaudepur,Cybercrime,2017,3
Gujarat,Dahod,Cybercrime,2017,4
Gujarat,Dang,Cybercrime,2017,0
Gujarat,Devbhumi Dwarka,Cybercrime,2017,5
Gujarat,Gandhinagar,Cybercrime,2017,28
Gujarat,Gir Somnath,Cybercrime,2017,6
Gujarat,Jamnagar,Cybercrime,2017,8
Gujarat,Junagadh,Cybercrime,2017,5
Gujarat,Kachchh,Cybercrime,2017,4
Gujarat,Kheda,Cybercrime,2017,0
Gujarat,Mahisagar,Cybercrime,2017,1
Gujarat,Mehsana,Cybercrime,2017,10
Gujarat,Morbi,Cybercrime,2017,2
Gujarat,Narmada,Cybercrime,2017,1
Gujarat,Navsari,Cybercrime,2017,6
Gujarat,Panchmahal,Cybercrime,2017,10
Gujarat,Patan,Cybercrime,2017,2
Gujarat,Porbandar,Cybercrime,2017,6
Gujarat,Rajkot,Cybercrime,2017,7
Gujarat,Sabarkantha,Cybercrime,2017,32
Gujarat,Surat,Cybercrime,2017,105
Gujarat,Surendranagar,Cybercrime,2017,9
Gujarat,Tapi,Cybercrime,2017,0
Gujarat,Vadodara,Cybercrime,2017,10
Gujarat,Valsad,Cybercrime,2017,9
Haryana,Ambala,Cybercrime,2017,49
Haryana,Bhiwani,Cybercrime,2017,1
Haryana,Faridabad,Cybercrime,2017,55
Haryana,Fatehabad,Cybercrime,2017,4
Haryana,Gurugram,Cybercrime,2017,264
Haryana,Hissar,Cybercrime,2017,11
Haryana,Jhajjar,Cybercrime,2017,4
Haryana,Jind,Cybercrime,2017,5
Haryana,Kaithal,Cybercrime,2017,4
Haryana,Karnal,Cybercrime,2017,8
Haryana,Kurukshetra,Cybercrime,2017,2
Haryana,Mahendergarh,Cybercrime,2017,8
Haryana,Mewat,Cybercrime,2017,2
Haryana,Palwal,Cybercrime,2017,4
Haryana,Panchkula,Cybercrime,2017,9
Haryana,Panipat,Cybercrime,2017,10
Haryana,Rewari,Cybercrime,2017,6
Haryana,Rohtak,Cybercrime,2017,4
Haryana,Sirsa,Cybercrime,2017,3
Haryana,Sonipat,Cybercrime,2017,15
Haryana,Yamunanagar,Cybercrime,2017,25
Haryana,Charkhi Dadri,Cybercrime,2017,5
Haryana,Hansi,Cybercrime,2017,6
Himachal Pradesh,Baddi,Cybercrime,2017,4
Himachal Pradesh,Bilaspur,Cybercrime,2017,3
Himachal Pradesh,Chamba,Cybercrime,2017,1
Himachal Pradesh,Hamirpur,Cybercrime,2017,1
Himachal Pradesh,Kangra,Cybercrime,2017,22
Himachal Pradesh,Kinnaur,Cybercrime,2017,0
Himachal Pradesh,Kullu,Cybercrime,2017,1
Himachal Pradesh,Lahaul & Spiti,Cybercrime,2017,0
Himachal Pradesh,Mandi,Cybercrime,2017,5
Himachal Pradesh,Shimla,Cybercrime,2017,6
Himachal Pradesh,Sirmaur,Cybercrime,2017,1
Himachal Pradesh,Solan,Cybercrime,2017,8
Himachal Pradesh,Una,Cybercrime,2017,1
Jammu & Kashmir,Anantnag,Cybercrime,2017,0
Jammu & Kashmir,Awantipora,Cybercrime,2017,0
Jammu & Kashmir,Bandipora,Cybercrime,2017,0
Jammu & Kashmir,Baramulla,Cybercrime,2017,1
Jammu & Kashmir,Budgam,Cybercrime,2017,0
Jammu & Kashmir,Doda,Cybercrime,2017,0
Jammu & Kashmir,Ganderbal,Cybercrime,2017,0
Jammu & Kashmir,Handwara,Cybercrime,2017,7
Jammu & Kashmir,Jammu,Cybercrime,2017,11
Jammu & Kashmir,Kargil,Cybercrime,2017,1
Jammu & Kashmir,Kathua,Cybercrime,2017,2
Jammu & Kashmir,Kishtwar,Cybercrime,2017,0
Jammu & Kashmir,Kulgam,Cybercrime,2017,0
Jammu & Kashmir,Kupwara,Cybercrime,2017,0
Jammu & Kashmir,Leh,Cybercrime,2017,0
Jammu & Kashmir,Poonch,Cybercrime,2017,8
Jammu & Kashmir,Pulwama,Cybercrime,2017,0
Jammu & Kashmir,Rajouri,Cybercrime,2017,0
Jammu & Kashmir,Ramban,Cybercrime,2017,2
Jammu & Kashmir,Reasi,Cybercrime,2017,0
Jammu & Kashmir,Samba,Cybercrime,2017,0
Jammu & Kashmir,Shopian,Cybercrime,2017,0
Jammu & Kashmir,Sopore,Cybercrime,2017,10
Jammu & Kashmir,Srinagar,Cybercrime,2017,10
Jammu & Kashmir,Udhampur,Cybercrime,2017,8
Jharkhand,Bokaro,Cybercrime,2017,22
Jharkhand,Chaibasa,Cybercrime,2017,17
Jharkhand,Chatra,Cybercrime,2017,10
Jharkhand,Deoghar,Cybercrime,2017,57
Jharkhand,Dhanbad,Cybercrime,2017,15
Jharkhand,Dumka,Cybercrime,2017,22
Jharkhand,Garhwa,Cybercrime,2017,0
Jharkhand,Giridih,Cybercrime,2017,76
Jharkhand,Godda,Cybercrime,2017,0
Jharkhand,Gumla,Cybercrime,2017,11
Jharkhand,Hazaribagh,Cybercrime,2017,70
Jharkhand,Jamshedpur,Cybercrime,2017,52
Jharkhand,Jamtara,Cybercrime,2017,81
Jharkhand,Khunti,Cybercrime,2017,4
Jharkhand,Koderma,Cybercrime,2017,22
Jharkhand,Latehar,Cybercrime,2017,11
Jharkhand,Lohardagga,Cybercrime,2017,0
Jharkhand,Pakur,Cybercrime,2017,10
Jharkhand,Palamu,Cybercrime,2017,0
Jharkhand,Ramgarh,Cybercrime,2017,5
Jharkhand,Ranchi,Cybercrime,2017,192
Jharkhand,Sahebganj,Cybercrime,2017,7
Jharkhand,Saraikela,Cybercrime,2017,28
Jharkhand,Simdega,Cybercrime,2017,8
Karnataka,Bagalkot,Cybercrime,2017,8
Karnataka,Bengaluru,Cybercrime,2017,2743
Karnataka,Ballari,Cybercrime,2017,12
Karnataka,Bidar,Cybercrime,2017,3
Karnataka,Vijayapura,Cybercrime,2017,17
Karnataka,Chikkaballapura,Cybercrime,2017,13
Karnataka,Chamarajnagar,Cybercrime,2017,5
Karnataka,Chikkamagaluru,Cybercrime,2017,19
Karnataka,Chitradurga,Cybercrime,2017,18
Karnataka,Dakshina Kannada,Cybercrime,2017,7
Karnataka,Davanagere,Cybercrime,2017,18
Karnataka,Dharwad,Cybercrime,2017,0
Karnataka,Gadag,Cybercrime,2017,2
Karnataka,Kalaburgi,Cybercrime,2017,30
Karnataka,Hassan,Cybercrime,2017,11
Karnataka,Haveri,Cybercrime,2017,4
Karnataka,Hubballi Dharwad,Cybercrime,2017,21
Karnataka,Kodagu,Cybercrime,2017,5
Karnataka,Kolar,Cybercrime,2017,4
Karnataka,Koppal,Cybercrime,2017,2
Karnataka,Mandya,Cybercrime,2017,7
Karnataka,Mangaluru,Cybercrime,2017,46
Karnataka,Mysuru,Cybercrime,2017,21
Karnataka,Raichur,Cybercrime,2017,3
Karnataka,Ramanagara,Cybercrime,2017,9
Karnataka,Shimoga,Cybercrime,2017,30
Karnataka,Tumakuru,Cybercrime,2017,11
Karnataka,Udupi,Cybercrime,2017,11
Karnataka,Uttara Kannada,Cybercrime,2017,23
Karnataka,Yadgiri,Cybercrime,2017,7
Karnataka,Belagavi,Cybercrime,2017,17
Kerala,Alapuzha,Cybercrime,2017,12
Kerala,Ernakulam,Cybercrime,2017,39
Kerala,Idukki,Cybercrime,2017,15
Kerala,Kannur,Cybercrime,2017,10
Kerala,Kasargod,Cybercrime,2017,3
Kerala,Kollam,Cybercrime,2017,12
Kerala,Kottayam,Cybercrime,2017,8
Kerala,Kozhikode,Cybercrime,2017,12
Kerala,Malappuram,Cybercrime,2017,17
Kerala,Palakkad,Cybercrime,2017,12
Kerala,Pathanamthitta,Cybercrime,2017,6
Kerala,Thrissur,Cybercrime,2017,15
Kerala,Trivandrum,Cybercrime,2017,63
Kerala,Wayanadu,Cybercrime,2017,1
Madhya Pradesh,Agar,Cybercrime,2017,0
Madhya Pradesh,Alirajpur,Cybercrime,2017,1
Madhya Pradesh,Anuppur,Cybercrime,2017,5
Madhya Pradesh,Ashok Nagar,Cybercrime,2017,0
Madhya Pradesh,Balaghat,Cybercrime,2017,0
Madhya Pradesh,Barwani,Cybercrime,2017,2
Madhya Pradesh,Betul,Cybercrime,2017,0
Madhya Pradesh,Bhind,Cybercrime,2017,0
Madhya Pradesh,Bhopal,Cybercrime,2017,20
Madhya Pradesh,Burhanpur,Cybercrime,2017,0
Madhya Pradesh,Chhatarpur,Cybercrime,2017,3
Madhya Pradesh,Chhindwara,Cybercrime,2017,0
Madhya Pradesh,Damoh,Cybercrime,2017,4
Madhya Pradesh,Datia,Cybercrime,2017,5
Madhya Pradesh,Dewas,Cybercrime,2017,0
Madhya Pradesh,Dhar,Cybercrime,2017,25
Madhya Pradesh,Dindori,Cybercrime,2017,3
Madhya Pradesh,Guna,Cybercrime,2017,0
Madhya Pradesh,Gwalior,Cybercrime,2017,22
Madhya Pradesh,Harda,Cybercrime,2017,2
Madhya Pradesh,Hoshangabad,Cybercrime,2017,0
Madhya Pradesh,Indore,Cybercrime,2017,40
Madhya Pradesh,Jabalpur,Cybercrime,2017,39
Madhya Pradesh,Jhabua,Cybercrime,2017,1
Madhya Pradesh,Katni,Cybercrime,2017,0
Madhya Pradesh,Khandwa,Cybercrime,2017,1
Madhya Pradesh,Khargone,Cybercrime,2017,19
Madhya Pradesh,Mandla,Cybercrime,2017,0
Madhya Pradesh,Mandsaur,Cybercrime,2017,5
Madhya Pradesh,Morena,Cybercrime,2017,0
Madhya Pradesh,Narsinghpur,Cybercrime,2017,9
Madhya Pradesh,Neemuch,Cybercrime,2017,5
Madhya Pradesh,Panna,Cybercrime,2017,1
Madhya Pradesh,Raisen,Cybercrime,2017,2
Madhya Pradesh,Rajgarh,Cybercrime,2017,5
Madhya Pradesh,Ratlam,Cybercrime,2017,13
Madhya Pradesh,Rewa,Cybercrime,2017,13
Madhya Pradesh,Sagar,Cybercrime,2017,15
Madhya Pradesh,Satna,Cybercrime,2017,0
Madhya Pradesh,Seoni,Cybercrime,2017,8
Madhya Pradesh,Shahdol,Cybercrime,2017,9
Madhya Pradesh,Shajapur,Cybercrime,2017,8
Madhya Pradesh,Sheopur,Cybercrime,2017,0
Madhya Pradesh,Shivpuri,Cybercrime,2017,0
Madhya Pradesh,Sidhi,Cybercrime,2017,0
Madhya Pradesh,Sehore,Cybercrime,2017,0
Madhya Pradesh,Singrauli,Cybercrime,2017,13
Madhya Pradesh,Tikamgarh,Cybercrime,2017,19
Madhya Pradesh,Ujjain,Cybercrime,2017,39
Madhya Pradesh,Umaria,Cybercrime,2017,2
Madhya Pradesh,Vidisha,Cybercrime,2017,0
Maharashtra,Ahmednagar,Cybercrime,2017,6
Maharashtra,Akola,Cybercrime,2017,12
Maharashtra,Amravati,Cybercrime,2017,42
Maharashtra,Aurangabad,Cybercrime,2017,169
Maharashtra,Beed,Cybercrime,2017,18
Maharashtra,Bhandara,Cybercrime,2017,46
Maharashtra,Buldhana,Cybercrime,2017,18
Maharashtra,Chandrapur,Cybercrime,2017,47
Maharashtra,Dhule,Cybercrime,2017,25
Maharashtra,Gadchiroli,Cybercrime,2017,6
Maharashtra,Gondia,Cybercrime,2017,15
Maharashtra,Hingoli,Cybercrime,2017,5
Maharashtra,Jalgaon,Cybercrime,2017,18
Maharashtra,Jalna,Cybercrime,2017,15
Maharashtra,Kolhapur,Cybercrime,2017,36
Maharashtra,Latur,Cybercrime,2017,19
Maharashtra,Mumbai,Cybercrime,2017,1362
Maharashtra,Nagpur,Cybercrime,2017,82
Maharashtra,Nanded,Cybercrime,2017,9
Maharashtra,Nandurbar,Cybercrime,2017,3
Maharashtra,Nasik,Cybercrime,2017,100
Maharashtra,Navi Mumbai,Cybercrime,2017,72
Maharashtra,Osmanabad,Cybercrime,2017,13
Maharashtra,Palghar,Cybercrime,2017,62
Maharashtra,Parbhani,Cybercrime,2017,13
Maharashtra,Pune,Cybercrime,2017,318
Maharashtra,Raigad,Cybercrime,2017,54
Maharashtra,Ratnagiri,Cybercrime,2017,48
Maharashtra,Sangli,Cybercrime,2017,32
Maharashtra,Satara,Cybercrime,2017,44
Maharashtra,Sindhudurg,Cybercrime,2017,16
Maharashtra,Solapur,Cybercrime,2017,24
Maharashtra,Thane,Cybercrime,2017,321
Maharashtra,Wardha,Cybercrime,2017,61
